title,artist,year,genre
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,2016,"pop, viral pop"
Into You,Ariana Grande,2016,pop
Gold,Kiiara,2016,"alt z, electropop"
Exchange,Bryson Tiller,2016,"kentucky hip hop, r&b, rap"
679,Fetty Wap Featuring Remy Boyz,2016,"new jersey rap, pop rap, rap, southern hip hop, trap"
Oui,Jeremih,2016,"chicago rap, pop rap, r&b, southern hip hop, trap, urban contemporary"
Hands To Myself,Selena Gomez,2016,"pop, post-teen pop"
2 Phones,Kevin Gates,2016,"baton rouge rap, rap, southern hip hop, trap"
Starboy,The Weeknd Featuring Daft Punk,2016,"canadian contemporary r&b, canadian pop, pop"
For Free,DJ Khaled Featuring Drake,2016,"hip hop, miami hip hop, pop rap, rap"
Never Be Like You,Flume Featuring Kai,2016,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica"
In The Night,The Weeknd,2016,"canadian contemporary r&b, canadian pop, pop"
Me Too,Meghan Trainor,2016,"hip pop, pop"
Ex's & Oh's,Elle King,2016,modern blues rock
Die A Happy Man,Thomas Rhett,2016,"contemporary country, country, country road, modern country rock"
White Iverson,Post Malone,2016,"dfw rap, melodic rap, pop, rap"
Close,Nick Jonas Featuring Tove Lo,2016,"dance pop, pop"
Unsteady,X Ambassadors,2016,"modern alternative rock, modern rock, stomp pop"
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",2016,"hip hop, new orleans rap, pop rap, rap, trap"
Down In The DM,Yo Gotti Featuring Nicki Minaj,2016,"dirty south rap, gangster rap, memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Luv,Tory Lanez,2016,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap"
Sorry,Beyonce,2016,"pop, r&b"
Can't Feel My Face,The Weeknd,2016,"dance pop, contemporary r&b"
Hymn For The Weekend,Coldplay,2016,"permanent wave, pop"
Say It,Tory Lanez,2016,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap"
Antidote,Travis Scott,2016,"hip hop, rap, slap house"
Lost Boy,Ruth B,2016,"alt z, canadian contemporary r&b, canadian pop, pop"
Side To Side,Ariana Grande Featuring Nicki Minaj,2016,pop
"Sit Still, Look Pretty",Daya,2016,pop
Wildest Dreams,Taylor Swift,2016,pop
Middle,DJ Snake Featuring Bipolar Sunshine,2016,"edm, electronic trap, pop, pop dance"
On My Mind,Ellie Goulding,2016,"indietronica, metropopolis, pop, uk pop"
Pop Style,Drake Featuring The Throne,2016,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
When We Were Young,Adele,2016,"british soul, pop, pop soul, uk pop"
Hide Away,Daya,2016,pop
Lean On,Major Lazer & DJ Snake Featuring MO,2016,"dance pop, edm, electro house, moombahton, pop, pop dance"
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,2016,"canadian pop, pop, viral pop"
Watch Me,Silento,2016,"chicago bop, pinoy hip hop"
Back To Sleep,Chris Brown,2016,"pop rap, r&b, rap"
No Limit,Usher Featuring Young Thug,2016,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
Cut It,O.T. Genasis Featuring Young Dolph,2016,"southern hip hop, trap"
Really Really,Kevin Gates,2016,"baton rouge rap, rap, southern hip hop, trap"
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,2016,"girl group, pop, talent show"
Starving,Hailee Steinfeld & Grey Featuring Zedd,2016,pop
Adventure Of A Lifetime,Coldplay,2016,"permanent wave, pop"
Humble And Kind,Tim McGraw,2016,"contemporary country, country, country road"
Wicked,Future,2016,"atl hip hop, hip hop, rap, southern hip hop, trap"
Tiimmy Turner,Desiigner,2016,"pop rap, rap, southern hip hop, trap, viral trap"
See You Again,Wiz Khalifa Featuring Charlie Puth,2016,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap"
Perfect,One Direction,2016,"boy band, pop, post-teen pop, talent show"
Shape Of You,Ed Sheeran,2017,"pop, singer-songwriter pop, uk pop"
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2017,"latin pop, puerto rican pop"
That's What I Like,Bruno Mars,2017,"dance pop, pop"
Humble.,Kendrick Lamar,2017,"conscious hip hop, hip hop, rap, west coast rap"
Something Just Like This,The Chainsmokers & Coldplay,2017,"electropop, pop"
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017,"atl hip hop, hip hop, pop rap, rap, trap"
Closer,The Chainsmokers Featuring Halsey,2017,"electropop, pop"
Body Like A Back Road,Sam Hunt,2017,"contemporary country, country, country pop"
Believer,Imagine Dragons,2017,"modern rock, pop, rock"
Congratulations,Post Malone Featuring Quavo,2017,"dfw rap, melodic rap, pop, rap"
Say You Won't Let Go,James Arthur,2017,"pop, talent show, uk pop"
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",2017,"hip hop, pop rap"
XO TOUR Llif3,Lil Uzi Vert,2017,"hip hop, melodic rap, philly rap, rage rap, rap"
Mask Off,Future,2017,"atl hip hop, hip hop, rap, southern hip hop, trap"
Unforgettable,French Montana Featuring Swae Lee,2017,"hip hop, pop rap, rap, southern hip hop, trap"
24K Magic,Bruno Mars,2017,"dance pop, pop"
Stay,Zedd & Alessia Cara,2017,"complextro, edm, german techno, pop, pop dance"
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2017,"hip hop, miami hip hop, pop rap, rap"
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2017,"melodic rap, mississippi hip hop, pop rap, rap, trap"
Starboy,The Weeknd Featuring Daft Punk,2017,"canadian contemporary r&b, canadian pop, pop"
Location,Khalid,2017,"pop, pop r&b"
Attention,Charlie Puth,2017,"pop, viral pop"
There's Nothing Holdin' Me Back,Shawn Mendes,2017,"canadian pop, pop, viral pop"
Bodak Yellow (Money Moves),Cardi B,2017,"hip hop, trap"
Redbone,Childish Gambino,2017,"atl hip hop, hip hop, rap"
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017,"pop, r&b"
It Ain't Me,Kygo x Selena Gomez,2017,"edm, pop, pop dance, tropical house"
iSpy,KYLE Featuring Lil Yachty,2017,"indie pop rap, pop rap, viral trap"
Issues,Julia Michaels,2017,pop
Scars To Your Beautiful,Alessia Cara,2017,"canadian contemporary r&b, canadian pop, pop"
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2017,"conscious hip hop, hip hop, pop rap, rap"
Slow Hands,Niall Horan,2017,pop
Love On The Brain,Rihanna,2017,"barbadian pop, pop, urban contemporary"
I Feel It Coming,The Weeknd Featuring Daft Punk,2017,"canadian contemporary r&b, canadian pop, pop"
Bounce Back,Big Sean,2017,"detroit hip hop, hip hop, pop rap, r&b, rap, trap"
Strip That Down,Liam Payne Featuring Quavo,2017,pop
Fake Love,Drake,2017,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017,"tropical house, pop"
Look What You Made Me Do,Taylor Swift,2017,pop
Castle On The Hill,Ed Sheeran,2017,"pop, singer-songwriter pop, uk pop"
Bad Things,Machine Gun Kelly x Camila Cabello,2017,"ohio hip hop, pop rap"
Paris,The Chainsmokers,2017,"electropop, pop"
Side To Side,Ariana Grande Featuring Nicki Minaj,2017,pop
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,2017,"pop, uk dance, uk funky"
Feel It Still,Portugal. The Man,2017,"indie rock, indietronica, modern alternative rock, modern rock"
Let Me Love You,DJ Snake Featuring Justin Bieber,2017,"edm, electronic trap, pop, pop dance"
Sorry Not Sorry,Demi Lovato,2017,"pop, post-teen pop"
Bank Account,21 Savage,2017,"atl hip hop, hip hop, rap, trap"
Can't Stop The Feeling!,Justin Timberlake,2017,"pop, dance pop"
Mi Gente,J Balvin & Willy William Featuring Beyonce,2017,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Thunder,Imagine Dragons,2017,"modern rock, pop, rock"
T-Shirt,Migos,2017,"atl hip hop, hip hop, pop rap, rap, trap"
Rake It Up,Yo Gotti Featuring Nicki Minaj,2017,"dirty south rap, gangster rap, memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Mercy,Shawn Mendes,2017,"canadian pop, pop, viral pop"
Tunnel Vision,Kodak Black,2017,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino"
Rockstar,Post Malone Featuring 21 Savage,2017,"dfw rap, melodic rap, pop, rap"
In Case You Didn't Know,Brett Young,2017,"contemporary country, country, country road"
Heathens,twenty one pilots,2017,"modern rock, pop, pov: indie, rock"
Now Or Never,Halsey,2017,"electropop, etherpop, indie poptimism, pop"
Caroline,Amine,2017,"pop rap, portland hip hop, rap, underground hip hop"
Rolex,Ayo & Teo,2017,"trap, viral trap"
DNA.,Kendrick Lamar,2017,"conscious hip hop, hip hop, rap, west coast rap"
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,2017,viral trap
Swang,Rae Sremmurd,2017,"melodic rap, mississippi hip hop, pop rap, rap, trap"
Passionfruit,Drake,2017,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Loyalty.,Kendrick Lamar Featuring Rihanna,2017,"conscious hip hop, hip hop, rap, west coast rap"
Praying,Kesha,2017,"dance pop, pop"
Goosebumps,Travis Scott,2017,"hip hop, rap, slap house"
Cold,Maroon 5 Featuring Future,2017,pop
Broccoli,D.R.A.M. Featuring Lil Yachty,2017,"hip hop, trap, pop rap, contemporary r&b"
Slide,Calvin Harris Featuring Frank Ocean & Migos,2017,"dance pop, edm, electro house, house, pop, progressive house, uk dance"
What Ifs,Kane Brown Featuring Lauren Alaina,2017,"black americana, contemporary country, country, country road"
Chained To The Rhythm,Katy Perry Featuring Skip Marley,2017,pop
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",2017,"dance pop, edm, electro house, house, pop, progressive house, uk dance"
All Time Low,Jon Bellion,2017,indie pop rap
Hurricane,Luke Combs,2017,"contemporary country, country"
Too Good At Goodbyes,Sam Smith,2017,"pop, uk pop"
Young Dumb & Broke,Khalid,2017,"pop, pop r&b"
Magnolia,Playboi Carti,2017,"atl hip hop, plugg, pluggnb, rage rap, rap"
Love Galore,SZA Featuring Travis Scott,2017,"pop, r&b, rap"
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,2017,"melodic rap, rap, trap"
Starving,Hailee Steinfeld & Grey Featuring Zedd,2017,pop
Both,Gucci Mane Featuring Drake,2017,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap"
What About Us,P!nk,2017,"dance pop, pop"
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,2017,"dance pop, pop"
Slippery,Migos Featuring Gucci Mane,2017,"atl hip hop, hip hop, pop rap, rap, trap"
Sign Of The Times,Harry Styles,2017,pop
Water Under The Bridge,Adele,2017,"british soul, pop, pop soul, uk pop"
Malibu,Miley Cyrus,2017,pop
Down,Marian Hill,2017,electropop
No Promises,Cheat Codes Featuring Demi Lovato,2017,"edm, pop, pop dance"
Treat You Better,Shawn Mendes,2017,"canadian pop, pop, viral pop"
I Get The Bag,Gucci Mane Featuring Migos,2017,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap"
Small Town Boy,Dustin Lynch,2017,"contemporary country, country, country road, modern country rock"
Everyday We Lit,YFN Lucci Featuring PnB Rock,2017,"arkansas hip hop, atl hip hop, melodic rap, southern hip hop, trap"
Havana,Camila Cabello Featuring Young Thug,2017,"dance pop, pop"
What Lovers Do,Maroon 5 Featuring SZA,2017,pop
Do Re Mi,blackbear,2017,pop
Look At Me!,XXXTENTACION,2017,"emo rap, miami hip hop"
The Fighter,Keith Urban Featuring Carrie Underwood,2017,"australian country, australian pop, contemporary country, country, country road"
God's Plan,Drake,2018,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Perfect,Ed Sheeran,2018,"pop, singer-songwriter pop, uk pop"
Meant To Be,Bebe Rexha & Florida Georgia Line,2018,"dance pop, pop"
Havana,Camila Cabello Featuring Young Thug,2018,"dance pop, pop"
Rockstar,Post Malone Featuring 21 Savage,2018,"dfw rap, melodic rap, pop, rap"
Psycho,Post Malone Featuring Ty Dolla $ign,2018,"dfw rap, melodic rap, pop, rap"
I Like It,"Cardi B, Bad Bunny & J Balvin",2018,"pop, rap"
The Middle,"Zedd, Maren Morris & Grey",2018,"complextro, edm, german techno, pop, pop dance"
In My Feelings,Drake,2018,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Girls Like You,Maroon 5 Featuring Cardi B,2018,pop
Nice For What,Drake,2018,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Lucid Dreams,Juice WRLD,2018,"chicago rap, melodic rap, rap"
Better Now,Post Malone,2018,"dfw rap, melodic rap, pop, rap"
Finesse,Bruno Mars & Cardi B,2018,"dance pop, pop"
Boo'd Up,Ella Mai,2018,r&b
New Rules,Dua Lipa,2018,"dance pop, pop, uk pop"
Sad!,XXXTENTACION,2018,"emo rap, miami hip hop"
Never Be The Same,Camila Cabello,2018,"dance pop, pop"
Love Lies,Khalid & Normani,2018,"pop, pop r&b"
No Tears Left To Cry,Ariana Grande,2018,pop
Mine,Bazzi,2018,pop
Thunder,Imagine Dragons,2018,"modern rock, pop, rock"
Look Alive,BlocBoy JB Featuring Drake,2018,"memphis hip hop, rap, tennessee hip hop, trap"
Delicate,Taylor Swift,2018,pop
Yes Indeed,Lil Baby & Drake,2018,"atl hip hop, atl trap, rap, trap"
Friends,Marshmello & Anne-Marie,2018,"brostep, edm, pop, progressive electro house"
Bad At Love,Halsey,2018,"electropop, etherpop, indie poptimism, pop"
Taste,Tyga Featuring Offset,2018,"hip hop, pop rap, rap, trap"
Let You Down,NF,2018,"hip hop, pop rap"
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2018,"indie pop rap, oakland hip hop, pop rap, rap"
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018,emo rap
Tequila,Dan + Shay,2018,"contemporary country, country, country road"
Feel It Still,Portugal. The Man,2018,"indie rock, indietronica, modern alternative rock, modern rock"
MotorSport,"Migos, Nicki Minaj & Cardi B",2018,"atl hip hop, hip hop, pop rap, rap, trap"
I Like Me Better,Lauv,2018,pop
Youngblood,5 Seconds Of Summer,2018,"boy band, pop"
Whatever It Takes,Imagine Dragons,2018,"modern rock, pop, rock"
Ric Flair Drip,Offset & Metro Boomin,2018,"atl hip hop, pop rap, rap, trap"
I Fall Apart,Post Malone,2018,"dfw rap, melodic rap, pop, rap"
Pray For Me,The Weeknd & Kendrick Lamar,2018,"canadian contemporary r&b, canadian pop, pop"
Back To You,Selena Gomez,2018,"pop, post-teen pop"
Sicko Mode,Travis Scott,2018,"hip hop, rap, slap house"
Walk It Talk It,Migos Featuring Drake,2018,"atl hip hop, hip hop, pop rap, rap, trap"
Gucci Gang,Lil Pump,2018,"emo rap, miami hip hop, pop rap, rap, trap"
Him & I,G-Eazy & Halsey,2018,"indie pop rap, oakland hip hop, pop rap, rap"
In My Blood,Shawn Mendes,2018,"canadian pop, pop, viral pop"
All The Stars,Kendrick Lamar & SZA,2018,"conscious hip hop, hip hop, rap, west coast rap"
Stir Fry,Migos,2018,"atl hip hop, hip hop, pop rap, rap, trap"
Too Good At Goodbyes,Sam Smith,2018,"pop, uk pop"
Love.,Kendrick Lamar Featuring Zacari,2018,"conscious hip hop, hip hop, rap, west coast rap"
This Is America,Childish Gambino,2018,"atl hip hop, hip hop, rap"
Nonstop,Drake,2018,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Heaven,Kane Brown,2018,"black americana, contemporary country, country, country road"
Bodak Yellow (Money Moves),Cardi B,2018,"hip hop, trap"
Freaky Friday,Lil Dicky Featuring Chris Brown,2018,"comedy rap, indie pop rap, pop rap"
Gummo,6ix9ine,2018,emo rap
Plug Walk,Rich The Kid,2018,"atl hip hop, melodic rap, plugg, rap, trap"
Wait,Maroon 5,2018,pop
Be Careful,Cardi B,2018,"pop, rap"
Wolves,Selena Gomez X Marshmello,2018,"pop, post-teen pop"
Bartier Cardi,Cardi B Featuring 21 Savage,2018,"pop, rap"
God Is A Woman,Ariana Grande,2018,pop
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018,"cali rap, hip hop, pop rap, rap, southern hip hop, trap"
Sorry Not Sorry,Demi Lovato,2018,"pop, post-teen pop"
How Long,Charlie Puth,2018,"pop, viral pop"
Lights Down Low,MAX Featuring gnash,2018,"singer-songwriter pop, viral pop"
Young Dumb & Broke,Khalid,2018,"pop, pop r&b"
One Kiss,Calvin Harris & Dua Lipa,2018,"dance pop, edm, electro house, house, pop, progressive house, uk dance"
Natural,Imagine Dragons,2018,"modern rock, pop, rock"
You Make It Easy,Jason Aldean,2018,"contemporary country, country, country road, modern country rock"
Shape Of You,Ed Sheeran,2018,"pop, singer-songwriter pop, uk pop"
I Get The Bag,Gucci Mane Featuring Migos,2018,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap"
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018,"hip hop, miami hip hop, pop rap, rap"
Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018,"hip hop, pop rap, rap, southern hip hop, trap"
Sky Walker,Miguel Featuring Travis Scott,2018,r&b
Marry Me,Thomas Rhett,2018,"contemporary country, country, country road, modern country rock"
Eastside,"benny blanco, Halsey & Khalid",2018,pop
Call Out My Name,The Weeknd,2018,"canadian contemporary r&b, canadian pop, pop"
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018,"conscious hip hop, hip hop, rap, southern hip hop, trap"
Happier,Marshmello & Bastille,2018,"brostep, edm, pop, progressive electro house"
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018,reggaeton
Simple,Florida Georgia Line,2018,"contemporary country, country, country pop, country road, modern country rock"
Lemon,N*E*R*D & Rihanna,2018,hyphy
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2018,"conscious hip hop, hip hop, pop rap, rap"
Say Something,Justin Timberlake Featuring Chris Stapleton,2018,"dance pop, pop"
I'm Upset,Drake,2018,hip hop
Get Along,Kenny Chesney,2018,"contemporary country, country, country road"
Moonlight,XXXTENTACION,2018,"emo rap, miami hip hop"
What Lovers Do,Maroon 5 Featuring SZA,2018,pop
X,Nicky Jam x J Balvin,2018,"latin hip hop, reggaeton, trap latino, urbano latino"
Outside Today,YoungBoy Never Broke Again,2018,"baton rouge rap, rap"
Trip,Ella Mai,2018,"r&b, rap, uk contemporary r&b"
Dura,Daddy Yankee,2018,"latin hip hop, reggaeton, trap latino, urbano latino"
Changes,XXXTENTACION,2018,"emo rap, miami hip hop"
Mercy,Brett Young,2018,"contemporary country, country, country road"
One Number Away,Luke Combs,2018,"contemporary country, country"
Powerglide,Rae Sremmurd & Juicy J,2018,"melodic rap, mississippi hip hop, pop rap, rap, trap"
IDGAF,Dua Lipa,2018,"dance pop, pop, uk pop"
Mi Gente,J Balvin & Willy William Featuring Beyonce,2018,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Believer,Imagine Dragons,2018,"modern rock, pop, rock"
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019,lgbtq+ hip hop
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019,"dfw rap, melodic rap, pop, rap"
Without Me,Halsey,2019,"electropop, etherpop, indie poptimism, pop"
Bad Guy,Billie Eilish,2019,"art pop, electropop, pop"
Wow.,Post Malone,2019,"dfw rap, melodic rap, pop, rap"
Happier,Marshmello & Bastille,2019,"brostep, edm, pop, progressive electro house"
7 Rings,Ariana Grande,2019,pop
Talk,Khalid,2019,"pop, pop r&b"
Sicko Mode,Travis Scott,2019,"hip hop, rap, slap house"
Sucker,Jonas Brothers,2019,"boy band, pop"
High Hopes,Panic! At The Disco,2019,pop
"Thank U, Next",Ariana Grande,2019,pop
Truth Hurts,Lizzo,2019,"escape room, minnesota hip hop, pop, trap queen"
Dancing With A Stranger,Sam Smith & Normani,2019,"pop, uk pop"
Senorita,Shawn Mendes & Camila Cabello,2019,"canadian pop, pop, viral pop"
I Don't Care,Ed Sheeran & Justin Bieber,2019,"pop, singer-songwriter pop, uk pop"
Eastside,"benny blanco, Halsey & Khalid",2019,pop
Going Bad,Meek Mill Featuring Drake,2019,"hip hop, philly rap, pop rap, rap, southern hip hop, trap"
Shallow,Lady Gaga & Bradley Cooper,2019,"art pop, dance pop, pop"
Better,Khalid,2019,"pop, pop r&b"
No Guidance,Chris Brown Featuring Drake,2019,"pop rap, r&b, rap"
Girls Like You,Maroon 5 Featuring Cardi B,2019,pop
Sweet But Psycho,Ava Max,2019,pop
Suge,DaBaby,2019,"hip hop, north carolina hip hop, pop rap, rap, trap"
Middle Child,J. Cole,2019,"conscious hip hop, hip hop, north carolina hip hop, rap"
Drip Too Hard,Lil Baby & Gunna,2019,"atl hip hop, atl trap, rap, trap"
Someone You Loved,Lewis Capaldi,2019,"pop, uk pop"
Ran$om,Lil Tecca,2019,"trap, pop rap, east coast hip hop"
If I Can't Have You,Shawn Mendes,2019,"canadian pop, pop, viral pop"
Goodbyes,Post Malone Featuring Young Thug,2019,"dfw rap, melodic rap, pop, rap"
ZEZE,Kodak Black Featuring Travis Scott & Offset,2019,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino"
Better Now,Post Malone,2019,"dfw rap, melodic rap, pop, rap"
Youngblood,5 Seconds Of Summer,2019,"boy band, pop"
Money In The Grave,Drake Featuring Rick Ross,2019,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Speechless,Dan + Shay,2019,"contemporary country, country, country road"
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019,pop
Please Me,Cardi B & Bruno Mars,2019,"pop, rap"
Money,Cardi B,2019,"pop, rap"
You Need To Calm Down,Taylor Swift,2019,pop
Panini,Lil Nas X,2019,lgbtq+ hip hop
Look Back At It,A Boogie Wit da Hoodie,2019,"melodic rap, rap, trap"
A Lot,21 Savage,2019,"atl hip hop, hip hop, rap, trap"
ME!,Taylor Swift Featuring Brendon Urie,2019,pop
MIA,Bad Bunny Featuring Drake,2019,"reggaeton, trap latino, urbano latino"
Pop Out,Polo G Featuring Lil Tjay,2019,"chicago rap, rap"
Beautiful Crazy,Luke Combs,2019,"contemporary country, country"
Thotiana,Blueface,2019,"cali rap, rap"
Lucid Dreams,Juice WRLD,2019,"chicago rap, melodic rap, rap"
Mo Bamba,Sheck Wes,2019,"pop rap, rap, trap"
Beautiful People,Ed Sheeran Featuring Khalid,2019,"pop, singer-songwriter pop, uk pop"
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2019,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap"
Whiskey Glasses,Morgan Wallen,2019,contemporary country
God's Country,Blake Shelton,2019,"classic oklahoma country, contemporary country, country, country road"
Be Alright,Dean Lewis,2019,"australian pop, pop"
Pure Water,Mustard & Migos,2019,"cali rap, pop rap, rap, southern hip hop, trap"
The Git Up,Blanco Brown,2019,"black americana, country rap"
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2019,"edm, electronic trap, pop, pop dance"
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019,"indietronica, metropopolis, pop, uk pop"
Envy Me,Calboy,2019,"chicago rap, melodic rap"
You Say,Lauren Daigle,2019,"ccm, christian alternative rock, christian music"
"Hey Look Ma, I Made It",Panic! At The Disco,2019,pop
Circles,Post Malone,2019,"dfw rap, melodic rap, pop, rap"
Beer Never Broke My Heart,Luke Combs,2019,"contemporary country, country"
The London,"Young Thug, J. Cole & Travis Scott",2019,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019,"latin hip hop, reggaeton, trap latino, urbano latino"
Murder On My Mind,YNW Melly,2019,"melodic rap, rap"
When The Party's Over,Billie Eilish,2019,"art pop, electropop, pop"
Act Up,City Girls,2019,"scam rap, trap queen"
I Like It,"Cardi B, Bad Bunny & J Balvin",2019,"pop, rap"
Trampoline,SHAED,2019,electropop
Leave Me Alone,Flipp Dinero,2019,"melodic rap, trap"
Breathin,Ariana Grande,2019,pop
Bury A Friend,Billie Eilish,2019,"art pop, electropop, pop"
Close Friends,Lil Baby,2019,"atl hip hop, atl trap, rap, trap"
Baby Shark,Pinkfong,2019,"cartoon, children's music, dong-yo"
My Type,Saweetie,2019,"cali rap, trap queen"
Worth It,YK Osiris,2019,"melodic rap, trap"
Only Human,Jonas Brothers,2019,"boy band, pop"
Knockin' Boots,Luke Bryan,2019,"contemporary country, country, country road"
Trip,Ella Mai,2019,"r&b, rap, uk contemporary r&b"
Rumor,Lee Brice,2019,"contemporary country, country, country road, modern country rock"
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019,"melodic rap, rap, trap"
How Do You Sleep?,Sam Smith,2019,"pop, uk pop"
Baby,Lil Baby & DaBaby,2019,"atl hip hop, atl trap, rap, trap"
Look What God Gave Her,Thomas Rhett,2019,"contemporary country, country, country road, modern country rock"
Good As You,Kane Brown,2019,"black americana, contemporary country, country, country road"
Clout,Offset Featuring Cardi B,2019,"atl hip hop, pop rap, rap, trap"
Love Lies,Khalid & Normani,2019,"pop, pop r&b"
One Thing Right,Marshmello & Kane Brown,2019,"brostep, edm, pop, progressive electro house"
Cash Shit,Megan Thee Stallion Featuring DaBaby,2019,"houston rap, pop, rap, trap queen"
Tequila,Dan + Shay,2019,"contemporary country, country, country road"
Shotta Flow,NLE Choppa,2019,"memphis hip hop, rap"
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019,"houston rap, pop, rap, trap queen"
Talk You Out Of It,Florida Georgia Line,2019,"contemporary country, country, country pop, country road, modern country rock"
Beautiful,Bazzi Featuring Camila Cabello,2019,pop
Eyes On You,Chase Rice,2019,"contemporary country, country, country road, modern country rock"
All To Myself,Dan + Shay,2019,"contemporary country, country, country road"
Boyfriend,Ariana Grande & Social House,2019,pop
Walk Me Home,P!nk,2019,"dance pop, pop"
Robbery,Juice WRLD,2019,"chicago rap, melodic rap, rap"
Blinding Lights,The Weeknd,2020,"canadian contemporary r&b, canadian pop, pop"
Circles,Post Malone,2020,"dfw rap, melodic rap, pop, rap"
The Box,Roddy Ricch,2020,"melodic rap, rap, trap"
Don't Start Now,Dua Lipa,2020,"dance pop, pop, uk pop"
Rockstar,DaBaby Featuring Roddy Ricch,2020,"hip hop, north carolina hip hop, pop rap, rap, trap"
Adore You,Harry Styles,2020,pop
Life Is Good,Future Featuring Drake,2020,"atl hip hop, hip hop, rap, southern hip hop, trap"
Memories,Maroon 5,2020,pop
The Bones,Maren Morris,2020,"classic texas country, contemporary country"
Someone You Loved,Lewis Capaldi,2020,"pop, uk pop"
Say So,Doja Cat,2020,"dance pop, pop"
I Hope,Gabby Barrett Featuring Charlie Puth,2020,contemporary country
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020,"deep underground hip hop, kentucky hip hop, pop rap, rap"
Dance Monkey,Tones And I,2020,australian pop
Savage,Megan Thee Stallion,2020,"houston rap, pop, rap, trap queen"
Roxanne,Arizona Zervas,2020,"pop rap, rhode island rap"
Intentions,Justin Bieber Featuring Quavo,2020,"canadian pop, pop"
Everything I Wanted,Billie Eilish,2020,"art pop, electropop, pop"
Roses,SAINt JHN,2020,"melodic rap, slap house"
Watermelon Sugar,Harry Styles,2020,pop
Before You Go,Lewis Capaldi,2020,"pop, uk pop"
